Record Date,Total national debt,Debt limit
4/18/2018,2.10798E+13,2.20E+13
4/17/2018,2.10783E+13,2.20E+13
4/16/2018,2.1071E+13,2.20E+13
4/13/2018,2.10634E+13,2.20E+13
4/12/2018,2.10625E+13,2.20E+13
4/11/2018,2.11218E+13,2.20E+13
4/10/2018,2.11348E+13,2.20E+13
4/9/2018,2.1127E+13,2.20E+13
4/6/2018,2.11203E+13,2.20E+13
4/5/2018,2.11205E+13,2.20E+13
4/4/2018,2.11182E+13,2.20E+13
4/3/2018,2.1117E+13,2.20E+13
4/2/2018,2.11194E+13,2.20E+13
3/30/2018,2.10896E+13,2.20E+13
3/29/2018,2.11136E+13,2.20E+13
3/28/2018,2.10711E+13,2.20E+13
3/27/2018,2.1085E+13,2.20E+13
3/26/2018,2.1078E+13,2.20E+13
3/23/2018,2.10689E+13,2.20E+13
3/22/2018,2.10652E+13,2.20E+13
3/21/2018,2.10327E+13,2.20E+13
3/20/2018,2.10504E+13,2.20E+13
3/19/2018,2.10444E+13,2.20E+13
3/16/2018,2.10341E+13,2.20E+13
3/15/2018,2.10311E+13,2.20E+13
3/14/2018,2.09582E+13,2.20E+13
3/13/2018,2.09728E+13,2.20E+13
3/12/2018,2.09622E+13,2.20E+13
3/9/2018,2.0957E+13,2.20E+13
3/8/2018,2.09573E+13,2.20E+13
3/7/2018,2.08799E+13,2.20E+13
3/6/2018,2.08788E+13,2.20E+13
3/5/2018,2.08728E+13,2.20E+13
3/2/2018,2.08677E+13,2.20E+13
3/1/2018,2.08744E+13,2.20E+13
2/28/2018,2.08557E+13,2.20E+13
2/27/2018,2.08382E+13,2.20E+13
2/26/2018,2.0829E+13,2.20E+13
2/23/2018,2.08209E+13,2.20E+13
2/22/2018,2.0805E+13,2.20E+13
2/21/2018,2.07635E+13,2.20E+13
2/20/2018,2.07695E+13,2.20E+13
2/16/2018,2.07602E+13,2.20E+13
2/15/2018,2.07102E+13,2.20E+13
2/14/2018,2.06696E+13,2.20E+13
2/13/2018,2.06818E+13,2.20E+13
2/12/2018,2.06739E+13,2.20E+13
2/9/2018,2.06691E+13,2.20E+13
2/8/2018,2.04946E+13,2.05E+13
2/7/2018,2.04941E+13,2.05E+13
2/6/2018,2.04942E+13,2.05E+13
2/5/2018,2.04942E+13,2.05E+13
2/2/2018,2.04945E+13,2.05E+13
2/1/2018,2.04946E+13,2.05E+13
1/31/2018,2.04937E+13,2.05E+13
1/30/2018,2.0493E+13,2.05E+13
1/29/2018,2.04931E+13,2.05E+13
1/26/2018,2.04933E+13,2.05E+13
1/25/2018,2.04934E+13,2.05E+13
1/24/2018,2.0493E+13,2.05E+13
1/23/2018,2.0493E+13,2.05E+13
1/22/2018,2.04931E+13,2.05E+13
1/19/2018,2.04933E+13,2.05E+13
1/18/2018,2.04934E+13,2.05E+13
1/17/2018,2.04929E+13,2.05E+13
1/16/2018,2.0493E+13,2.05E+13
1/12/2018,2.04933E+13,2.05E+13
1/11/2018,2.04934E+13,2.05E+13
1/10/2018,2.04929E+13,2.05E+13
1/9/2018,2.0493E+13,2.05E+13
1/8/2018,2.04931E+13,2.05E+13
1/5/2018,2.04933E+13,2.05E+13
1/4/2018,2.04934E+13,2.05E+13
1/3/2018,2.04925E+13,2.05E+13
1/2/2018,2.04926E+13,2.05E+13
12/29/2017,2.04927E+13,2.05E+13
12/28/2017,2.0493E+13,2.05E+13
12/27/2017,2.04925E+13,2.05E+13
12/26/2017,2.04926E+13,2.05E+13
12/22/2017,2.04929E+13,2.05E+13
12/21/2017,2.04929E+13,2.05E+13
12/20/2017,2.04925E+13,2.05E+13
12/19/2017,2.04926E+13,2.05E+13
12/18/2017,2.04927E+13,2.05E+13
12/15/2017,2.04929E+13,2.05E+13
12/14/2017,2.04929E+13,2.05E+13
12/13/2017,2.04875E+13,2.05E+13
12/12/2017,2.04926E+13,2.05E+13
12/11/2017,2.04927E+13,2.05E+13
12/8/2017,2.04929E+13,2.05E+13
12/7/2017,2.05411E+13,2.05E+13
12/6/2017,2.05464E+13,2.05E+13
12/5/2017,2.05466E+13,2.05E+13
12/4/2017,2.05404E+13,2.05E+13
12/1/2017,2.05318E+13,2.05E+13
11/30/2017,2.05904E+13,2.05E+13
11/29/2017,2.05642E+13,2.05E+13
11/28/2017,2.05679E+13,2.05E+13
11/27/2017,2.05637E+13,2.05E+13
11/24/2017,2.05573E+13,2.05E+13
11/22/2017,2.05334E+13,2.05E+13
11/21/2017,2.05469E+13,2.05E+13
11/20/2017,2.05384E+13,2.05E+13
11/17/2017,2.0534E+13,2.05E+13
11/16/2017,2.05292E+13,2.05E+13
11/15/2017,2.05073E+13,2.05E+13
11/14/2017,2.05036E+13,2.05E+13
11/13/2017,2.04979E+13,2.05E+13
11/10/2017,2.04674E+13,2.05E+13
11/9/2017,2.04961E+13,2.05E+13
11/8/2017,2.04721E+13,2.05E+13
11/7/2017,2.04823E+13,2.05E+13
11/6/2017,2.04749E+13,2.05E+13
11/3/2017,2.0469E+13,2.05E+13
11/2/2017,2.04849E+13,2.05E+13
11/1/2017,2.04533E+13,2.05E+13
10/31/2017,2.04425E+13,2.05E+13
10/30/2017,2.04534E+13,2.05E+13
10/27/2017,2.04541E+13,2.05E+13
10/26/2017,2.04532E+13,2.05E+13
10/25/2017,2.04397E+13,2.05E+13
10/24/2017,2.04435E+13,2.05E+13
10/23/2017,2.04356E+13,2.05E+13
10/20/2017,2.0432E+13,2.05E+13
10/19/2017,2.04334E+13,2.05E+13
10/18/2017,2.04234E+13,2.05E+13
10/17/2017,2.04334E+13,2.05E+13
10/16/2017,2.0423E+13,2.05E+13
10/13/2017,2.03842E+13,2.05E+13
10/12/2017,2.03822E+13,2.05E+13
10/11/2017,2.03755E+13,2.05E+13
10/10/2017,2.03832E+13,2.05E+13
10/6/2017,2.03732E+13,2.05E+13
10/5/2017,2.03712E+13,2.05E+13
10/4/2017,2.03466E+13,2.05E+13
10/3/2017,2.03438E+13,2.05E+13
10/2/2017,2.03478E+13,2.05E+13
9/29/2017,2.02449E+13,2.05E+13
9/28/2017,2.02037E+13,2.05E+13
9/27/2017,2.01889E+13,2.05E+13
9/26/2017,2.02007E+13,2.05E+13
9/25/2017,2.01902E+13,2.05E+13
9/22/2017,2.0182E+13,2.05E+13
9/21/2017,2.01798E+13,2.05E+13
9/20/2017,2.01648E+13,2.05E+13
9/19/2017,2.01732E+13,2.05E+13
9/18/2017,2.01604E+13,2.05E+13
9/15/2017,2.01536E+13,2.05E+13
9/14/2017,2.01655E+13,2.05E+13
9/13/2017,2.016E+13,2.05E+13
9/12/2017,2.01735E+13,2.05E+13
9/11/2017,2.01657E+13,2.05E+13
9/8/2017,2.01622E+13,2.05E+13
9/7/2017,1.98446E+13,1.98E+13
9/6/2017,1.98443E+13,1.98E+13
9/5/2017,1.98444E+13,1.98E+13
9/1/2017,1.98446E+13,1.98E+13
8/31/2017,1.98445E+13,1.98E+13
8/30/2017,1.98448E+13,1.98E+13
8/29/2017,1.98448E+13,1.98E+13
8/28/2017,1.98449E+13,1.98E+13
8/25/2017,1.9845E+13,1.98E+13
8/24/2017,1.98451E+13,1.98E+13
8/23/2017,1.98448E+13,1.98E+13
8/22/2017,1.98449E+13,1.98E+13
8/21/2017,1.9845E+13,1.98E+13
8/18/2017,1.98451E+13,1.98E+13
8/17/2017,1.98452E+13,1.98E+13
8/16/2017,1.98447E+13,1.98E+13
8/15/2017,1.98447E+13,1.98E+13
8/14/2017,1.98448E+13,1.98E+13
8/11/2017,1.9845E+13,1.98E+13
8/10/2017,1.9845E+13,1.98E+13
8/9/2017,1.98447E+13,1.98E+13
8/8/2017,1.98448E+13,1.98E+13
8/7/2017,1.98449E+13,1.98E+13
8/4/2017,1.9845E+13,1.98E+13
8/3/2017,1.98451E+13,1.98E+13
8/2/2017,1.98448E+13,1.98E+13
8/1/2017,1.98449E+13,1.98E+13
7/31/2017,1.98449E+13,1.98E+13
7/28/2017,1.98449E+13,1.98E+13
7/27/2017,1.98449E+13,1.98E+13
7/26/2017,1.98447E+13,1.98E+13
7/25/2017,1.98447E+13,1.98E+13
7/24/2017,1.98448E+13,1.98E+13
7/21/2017,1.98449E+13,1.98E+13
7/20/2017,1.9845E+13,1.98E+13
7/19/2017,1.98445E+13,1.98E+13
7/18/2017,1.98445E+13,1.98E+13
7/17/2017,1.98446E+13,1.98E+13
7/14/2017,1.98447E+13,1.98E+13
7/13/2017,1.98448E+13,1.98E+13
7/12/2017,1.98445E+13,1.98E+13
7/11/2017,1.98445E+13,1.98E+13
7/10/2017,1.98446E+13,1.98E+13
7/7/2017,1.98447E+13,1.98E+13
7/6/2017,1.98448E+13,1.98E+13
7/5/2017,1.98445E+13,1.98E+13
7/3/2017,1.98446E+13,1.98E+13
6/30/2017,1.98446E+13,1.98E+13
6/29/2017,1.98463E+13,1.98E+13
6/28/2017,1.98461E+13,1.98E+13
6/27/2017,1.98461E+13,1.98E+13
6/26/2017,1.98462E+13,1.98E+13
6/23/2017,1.98463E+13,1.98E+13
6/22/2017,1.98464E+13,1.98E+13
6/21/2017,1.98459E+13,1.98E+13
6/20/2017,1.98459E+13,1.98E+13
6/19/2017,1.9846E+13,1.98E+13
6/16/2017,1.98461E+13,1.98E+13
6/15/2017,1.98462E+13,1.98E+13
6/14/2017,1.98459E+13,1.98E+13
6/13/2017,1.98459E+13,1.98E+13
6/12/2017,1.9846E+13,1.98E+13
6/9/2017,1.98461E+13,1.98E+13
6/8/2017,1.98462E+13,1.98E+13
6/7/2017,1.98459E+13,1.98E+13
6/6/2017,1.9846E+13,1.98E+13
6/5/2017,1.9846E+13,1.98E+13
6/2/2017,1.98462E+13,1.98E+13
6/1/2017,1.98462E+13,1.98E+13
5/31/2017,1.98459E+13,1.98E+13
5/30/2017,1.98462E+13,1.98E+13
5/26/2017,1.98464E+13,1.98E+13
5/25/2017,1.98464E+13,1.98E+13
5/24/2017,1.98459E+13,1.98E+13
5/23/2017,1.9846E+13,1.98E+13
5/22/2017,1.9846E+13,1.98E+13
5/19/2017,1.98462E+13,1.98E+13
5/18/2017,1.98462E+13,1.98E+13
5/17/2017,1.9846E+13,1.98E+13
5/16/2017,1.9846E+13,1.98E+13
5/15/2017,1.98461E+13,1.98E+13
5/12/2017,1.98462E+13,1.98E+13
5/11/2017,1.98462E+13,1.98E+13
5/10/2017,1.9846E+13,1.98E+13
5/9/2017,1.9846E+13,1.98E+13
5/8/2017,1.98461E+13,1.98E+13
5/5/2017,1.98462E+13,1.98E+13
5/4/2017,1.98462E+13,1.98E+13
5/3/2017,1.9846E+13,1.98E+13
5/2/2017,1.9846E+13,1.98E+13
5/1/2017,1.98461E+13,1.98E+13
4/28/2017,1.98461E+13,1.98E+13
4/27/2017,1.98465E+13,1.98E+13
4/26/2017,1.9846E+13,1.98E+13
4/25/2017,1.98461E+13,1.98E+13
4/24/2017,1.98461E+13,1.98E+13
4/21/2017,1.98463E+13,1.98E+13
4/20/2017,1.98463E+13,1.98E+13
4/19/2017,1.98461E+13,1.98E+13
4/18/2017,1.98461E+13,1.98E+13
4/17/2017,1.98461E+13,1.98E+13
4/14/2017,1.98463E+13,1.98E+13
4/13/2017,1.98463E+13,1.98E+13
4/12/2017,1.98461E+13,1.98E+13
4/11/2017,1.98461E+13,1.98E+13
4/10/2017,1.98462E+13,1.98E+13
4/7/2017,1.98463E+13,1.98E+13
4/6/2017,1.98463E+13,1.98E+13
4/5/2017,1.98461E+13,1.98E+13
4/4/2017,1.98461E+13,1.98E+13
4/3/2017,1.98464E+13,1.98E+13
3/31/2017,1.98464E+13,1.98E+13
3/30/2017,1.98463E+13,1.98E+13
3/29/2017,1.98458E+13,1.98E+13
3/28/2017,1.98459E+13,1.98E+13
3/27/2017,1.98459E+13,1.98E+13
3/24/2017,1.9846E+13,1.98E+13
3/23/2017,1.9846E+13,1.98E+13
3/22/2017,1.98458E+13,1.98E+13
3/21/2017,1.98459E+13,1.98E+13
3/20/2017,1.98459E+13,1.98E+13
3/17/2017,1.9846E+13,1.98E+13
3/16/2017,1.9846E+13,1.98E+13
3/15/2017,1.98458E+13,1.98E+13
3/14/2017,1.99026E+13,1.98E+13
3/13/2017,1.9858E+13,1.98E+13
3/10/2017,1.98536E+13,1.98E+13
3/9/2017,1.98557E+13,1.98E+13
3/8/2017,1.98791E+13,1.98E+13
3/7/2017,1.98899E+13,1.98E+13
3/6/2017,1.9883E+13,1.98E+13
3/3/2017,1.98785E+13,1.98E+13
3/2/2017,1.9895E+13,1.98E+13
3/1/2017,1.99204E+13,1.98E+13
2/28/2017,1.99596E+13,1.98E+13
2/27/2017,1.99312E+13,1.98E+13
2/24/2017,1.99301E+13,1.98E+13
2/23/2017,1.99139E+13,1.98E+13
2/22/2017,1.99359E+13,1.98E+13
2/21/2017,1.99353E+13,1.98E+13
2/17/2017,1.99325E+13,1.98E+13
2/16/2017,1.99266E+13,1.98E+13
2/15/2017,1.99374E+13,1.98E+13
2/14/2017,1.99327E+13,1.98E+13
2/13/2017,1.99242E+13,1.98E+13
2/10/2017,1.99211E+13,1.98E+13
2/9/2017,1.99223E+13,1.98E+13
2/8/2017,1.98846E+13,1.98E+13
2/7/2017,1.98958E+13,1.98E+13
2/6/2017,1.98903E+13,1.98E+13
2/3/2017,1.98859E+13,1.98E+13
2/2/2017,1.99028E+13,1.98E+13
2/1/2017,1.99E+13,1.98E+13
1/31/2017,1.99373E+13,1.98E+13
1/30/2017,1.99398E+13,1.98E+13
1/27/2017,1.9939E+13,1.98E+13
1/26/2017,1.99399E+13,1.98E+13
1/25/2017,1.99506E+13,1.98E+13
1/24/2017,1.99581E+13,1.98E+13
1/23/2017,1.99497E+13,1.98E+13
1/20/2017,1.99473E+13,1.98E+13
1/19/2017,1.99444E+13,1.98E+13
1/18/2017,1.99615E+13,1.98E+13
1/17/2017,1.996E+13,1.98E+13
1/13/2017,1.99406E+13,1.98E+13
1/12/2017,1.99418E+13,1.98E+13
1/11/2017,1.99518E+13,1.98E+13
1/10/2017,1.99643E+13,1.98E+13
1/9/2017,1.99553E+13,1.98E+13
1/6/2017,1.99528E+13,1.98E+13
1/5/2017,1.99485E+13,1.98E+13
1/4/2017,1.99524E+13,1.98E+13
1/3/2017,1.9935E+13,1.98E+13
12/30/2016,1.99768E+13,1.98E+13
12/29/2016,1.98792E+13,1.98E+13
12/28/2016,1.98794E+13,1.98E+13
12/27/2016,1.98907E+13,1.98E+13
12/23/2016,1.98872E+13,1.98E+13
12/22/2016,1.98774E+13,1.98E+13
12/21/2016,1.98783E+13,1.98E+13
12/20/2016,1.98896E+13,1.98E+13
12/19/2016,1.98827E+13,1.98E+13
12/16/2016,1.9876E+13,1.98E+13
12/15/2016,1.98753E+13,1.98E+13
12/14/2016,1.98715E+13,1.98E+13
12/13/2016,1.98843E+13,1.98E+13
12/12/2016,1.98787E+13,1.98E+13
12/9/2016,1.98764E+13,1.98E+13
12/8/2016,1.98774E+13,1.98E+13
12/7/2016,1.98912E+13,1.98E+13
12/6/2016,1.98924E+13,1.98E+13
12/5/2016,1.98856E+13,1.98E+13
12/2/2016,1.98812E+13,1.98E+13
12/1/2016,1.99015E+13,1.98E+13
11/30/2016,1.99481E+13,1.98E+13
11/29/2016,1.99307E+13,1.98E+13
11/28/2016,1.99292E+13,1.98E+13
11/25/2016,1.99281E+13,1.98E+13
11/23/2016,1.9898E+13,1.98E+13
11/22/2016,1.99075E+13,1.98E+13
11/21/2016,1.9899E+13,1.98E+13
11/18/2016,1.9896E+13,1.98E+13
11/17/2016,1.98972E+13,1.98E+13
11/16/2016,1.98578E+13,1.98E+13
11/15/2016,1.98671E+13,1.98E+13
11/14/2016,1.98422E+13,1.98E+13
11/10/2016,1.98406E+13,1.98E+13
11/9/2016,1.97937E+13,1.98E+13
11/8/2016,1.98062E+13,1.98E+13
11/7/2016,1.97966E+13,1.98E+13
11/4/2016,1.97908E+13,1.98E+13
11/3/2016,1.97901E+13,1.98E+13
11/2/2016,1.97696E+13,1.98E+13
11/1/2016,1.97601E+13,1.98E+13
10/31/2016,1.98057E+13,1.98E+13
10/28/2016,1.98205E+13,1.98E+13
10/27/2016,1.98249E+13,1.98E+13
10/26/2016,1.97955E+13,1.98E+13
10/25/2016,1.98085E+13,1.98E+13
10/24/2016,1.9788E+13,1.98E+13
10/21/2016,1.97864E+13,1.98E+13
10/20/2016,1.97856E+13,1.98E+13
10/19/2016,1.97543E+13,1.98E+13
10/18/2016,1.97666E+13,1.98E+13
10/17/2016,1.97556E+13,1.98E+13
10/14/2016,1.97216E+13,1.98E+13
10/13/2016,1.97208E+13,1.98E+13
10/12/2016,1.96887E+13,1.98E+13
10/11/2016,1.96943E+13,1.98E+13
10/7/2016,1.96874E+13,1.98E+13
10/6/2016,1.96888E+13,1.98E+13
10/5/2016,1.96634E+13,1.98E+13
10/4/2016,1.96595E+13,1.98E+13
10/3/2016,1.96429E+13,1.98E+13
9/30/2016,1.95734E+13,1.98E+13
9/29/2016,1.95329E+13,1.98E+13
9/28/2016,1.95199E+13,1.98E+13
9/27/2016,1.95369E+13,1.98E+13
9/26/2016,1.95296E+13,1.98E+13
9/23/2016,1.95248E+13,1.98E+13
9/22/2016,1.95195E+13,1.98E+13
9/21/2016,1.95175E+13,1.98E+13
9/20/2016,1.95243E+13,1.98E+13
9/19/2016,1.95181E+13,1.98E+13
9/16/2016,1.95109E+13,1.98E+13
9/15/2016,1.95082E+13,1.98E+13
9/14/2016,1.94805E+13,1.98E+13
9/13/2016,1.94933E+13,1.98E+13
9/12/2016,1.94847E+13,1.98E+13
9/9/2016,1.94827E+13,1.98E+13
9/8/2016,1.94821E+13,1.98E+13
9/7/2016,1.94795E+13,1.98E+13
9/6/2016,1.94739E+13,1.98E+13
9/2/2016,1.94704E+13,1.98E+13
9/1/2016,1.94816E+13,1.98E+13
8/31/2016,1.95103E+13,1.98E+13
8/30/2016,1.94921E+13,1.98E+13
8/29/2016,1.94862E+13,1.98E+13
8/26/2016,1.94838E+13,1.98E+13
8/25/2016,1.94722E+13,1.98E+13
8/24/2016,1.94429E+13,1.98E+13
8/23/2016,1.94549E+13,1.98E+13
8/22/2016,1.9446E+13,1.98E+13
8/19/2016,1.94433E+13,1.98E+13
8/18/2016,1.94451E+13,1.98E+13
8/17/2016,1.94218E+13,1.98E+13
8/16/2016,1.94281E+13,1.98E+13
8/15/2016,1.94202E+13,1.98E+13
8/12/2016,1.9403E+13,1.98E+13
8/11/2016,1.94044E+13,1.98E+13
8/10/2016,1.93776E+13,1.98E+13
8/9/2016,1.93907E+13,1.98E+13
8/8/2016,1.93856E+13,1.98E+13
8/5/2016,1.93801E+13,1.98E+13
8/4/2016,1.93796E+13,1.98E+13
8/3/2016,1.93593E+13,1.98E+13
8/2/2016,1.93742E+13,1.98E+13
8/1/2016,1.93587E+13,1.98E+13
7/29/2016,1.94277E+13,1.98E+13
7/28/2016,1.94123E+13,1.98E+13
7/27/2016,1.94029E+13,1.98E+13
7/26/2016,1.94151E+13,1.98E+13
7/25/2016,1.94072E+13,1.98E+13
7/22/2016,1.94003E+13,1.98E+13
7/21/2016,1.94006E+13,1.98E+13
7/20/2016,1.93917E+13,1.98E+13
7/19/2016,1.94024E+13,1.98E+13
7/18/2016,1.93911E+13,1.98E+13
7/15/2016,1.93861E+13,1.98E+13
7/14/2016,1.93806E+13,1.98E+13
7/13/2016,1.93613E+13,1.98E+13
7/12/2016,1.93729E+13,1.98E+13
7/11/2016,1.9367E+13,1.98E+13
7/8/2016,1.9362E+13,1.98E+13
7/7/2016,1.93602E+13,1.98E+13
7/6/2016,1.93435E+13,1.98E+13
7/5/2016,1.93277E+13,1.98E+13
7/1/2016,1.93169E+13,1.98E+13
6/30/2016,1.93816E+13,1.98E+13
6/29/2016,1.92833E+13,1.98E+13
6/28/2016,1.92844E+13,1.98E+13
6/27/2016,1.92793E+13,1.98E+13
6/24/2016,1.92779E+13,1.98E+13
6/23/2016,1.92598E+13,1.98E+13
6/22/2016,1.92524E+13,1.98E+13
6/21/2016,1.92657E+13,1.98E+13
6/20/2016,1.92567E+13,1.98E+13
6/17/2016,1.9253E+13,1.98E+13
6/16/2016,1.92482E+13,1.98E+13
6/15/2016,1.92456E+13,1.98E+13
6/14/2016,1.92301E+13,1.98E+13
6/13/2016,1.92223E+13,1.98E+13
6/10/2016,1.92189E+13,1.98E+13
6/9/2016,1.92195E+13,1.98E+13
6/8/2016,1.92303E+13,1.98E+13
6/7/2016,1.92284E+13,1.98E+13
6/6/2016,1.92205E+13,1.98E+13
6/3/2016,1.92145E+13,1.98E+13
6/2/2016,1.92293E+13,1.98E+13
6/1/2016,1.92306E+13,1.98E+13
5/31/2016,1.92655E+13,1.98E+13
5/27/2016,1.92264E+13,1.98E+13
5/26/2016,1.92161E+13,1.98E+13
5/25/2016,1.92141E+13,1.98E+13
5/24/2016,1.9223E+13,1.98E+13
5/23/2016,1.92125E+13,1.98E+13
5/20/2016,1.92098E+13,1.98E+13
5/19/2016,1.92125E+13,1.98E+13
5/18/2016,1.92065E+13,1.98E+13
5/17/2016,1.9218E+13,1.98E+13
5/16/2016,1.9207E+13,1.98E+13
5/13/2016,1.91999E+13,1.98E+13
5/12/2016,1.92002E+13,1.98E+13
5/11/2016,1.91934E+13,1.98E+13
5/10/2016,1.92045E+13,1.98E+13
5/9/2016,1.91975E+13,1.98E+13
5/6/2016,1.91901E+13,1.98E+13
5/5/2016,1.91881E+13,1.98E+13
5/4/2016,1.91867E+13,1.98E+13
5/3/2016,1.91718E+13,1.98E+13
5/2/2016,1.917E+13,1.98E+13
4/29/2016,1.91874E+13,1.98E+13
4/28/2016,1.91862E+13,1.98E+13
4/27/2016,1.92094E+13,1.98E+13
4/26/2016,1.92187E+13,1.98E+13
4/25/2016,1.92103E+13,1.98E+13
4/22/2016,1.91982E+13,1.98E+13
4/21/2016,1.91968E+13,1.98E+13
4/20/2016,1.92157E+13,1.98E+13
4/19/2016,1.92218E+13,1.98E+13
4/18/2016,1.92083E+13,1.98E+13
4/15/2016,1.92036E+13,1.98E+13
4/14/2016,1.92032E+13,1.98E+13
4/13/2016,1.92213E+13,1.98E+13
4/12/2016,1.9234E+13,1.98E+13
4/11/2016,1.92262E+13,1.98E+13
4/8/2016,1.92232E+13,1.98E+13
4/7/2016,1.92212E+13,1.98E+13
4/6/2016,1.92389E+13,1.98E+13
4/5/2016,1.92371E+13,1.98E+13
4/4/2016,1.9228E+13,1.98E+13
4/1/2016,1.92185E+13,1.98E+13
3/31/2016,1.92649E+13,1.98E+13
3/30/2016,1.9233E+13,1.98E+13
3/29/2016,1.92357E+13,1.98E+13
3/28/2016,1.92301E+13,1.98E+13
3/25/2016,1.92149E+13,1.98E+13
3/24/2016,1.92117E+13,1.98E+13
3/23/2016,1.92006E+13,1.98E+13
3/22/2016,1.92113E+13,1.98E+13
3/21/2016,1.92056E+13,1.98E+13
3/18/2016,1.9203E+13,1.98E+13
3/17/2016,1.91882E+13,1.98E+13
3/16/2016,1.91514E+13,1.98E+13
3/15/2016,1.91619E+13,1.98E+13
3/14/2016,1.91287E+13,1.98E+13
3/11/2016,1.91243E+13,1.98E+13
3/10/2016,1.91253E+13,1.98E+13
3/9/2016,1.91002E+13,1.98E+13
3/8/2016,1.91129E+13,1.98E+13
3/7/2016,1.90978E+13,1.98E+13
3/4/2016,1.90935E+13,1.98E+13
3/3/2016,1.90932E+13,1.98E+13
3/2/2016,1.90975E+13,1.98E+13
3/1/2016,1.90909E+13,1.98E+13
2/29/2016,1.91255E+13,1.98E+13
2/26/2016,1.90801E+13,1.98E+13
2/25/2016,1.90707E+13,1.98E+13
2/24/2016,1.90542E+13,1.98E+13
2/23/2016,1.90649E+13,1.98E+13
2/22/2016,1.90534E+13,1.98E+13
2/19/2016,1.90524E+13,1.98E+13
2/18/2016,1.90471E+13,1.98E+13
2/17/2016,1.9029E+13,1.98E+13
2/16/2016,1.903E+13,1.98E+13
2/12/2016,1.90165E+13,1.98E+13
2/11/2016,1.90163E+13,1.98E+13
2/10/2016,1.89913E+13,1.98E+13
2/9/2016,1.90054E+13,1.98E+13
2/8/2016,1.90002E+13,1.98E+13
2/5/2016,1.89964E+13,1.98E+13
2/4/2016,1.89967E+13,1.98E+13
2/3/2016,1.89752E+13,1.98E+13
2/2/2016,1.89923E+13,1.98E+13
2/1/2016,1.89757E+13,1.98E+13
1/29/2016,1.90128E+13,1.98E+13
1/28/2016,1.89898E+13,1.98E+13
1/27/2016,1.89626E+13,1.98E+13
1/26/2016,1.89683E+13,1.98E+13
1/25/2016,1.8962E+13,1.98E+13
1/22/2016,1.89616E+13,1.98E+13
1/21/2016,1.89588E+13,1.98E+13
1/20/2016,1.89414E+13,1.98E+13
1/19/2016,1.89406E+13,1.98E+13
1/15/2016,1.89346E+13,1.98E+13
1/14/2016,1.89236E+13,1.98E+13
1/13/2016,1.89558E+13,1.98E+13
1/12/2016,1.88977E+13,1.98E+13
1/11/2016,1.88919E+13,1.98E+13
1/8/2016,1.88886E+13,1.98E+13
1/7/2016,1.88879E+13,1.98E+13
1/6/2016,1.89184E+13,1.98E+13
1/5/2016,1.89184E+13,1.98E+13
1/4/2016,1.89009E+13,1.98E+13
12/31/2015,1.89222E+13,1.98E+13
12/30/2015,1.88251E+13,1.98E+13
12/29/2015,1.88241E+13,1.98E+13
12/28/2015,1.88187E+13,1.98E+13
12/24/2015,1.88029E+13,1.98E+13
12/23/2015,1.87953E+13,1.98E+13
12/22/2015,1.88074E+13,1.98E+13
12/21/2015,1.87982E+13,1.98E+13
12/18/2015,1.8795E+13,1.98E+13
12/17/2015,1.87963E+13,1.98E+13
12/16/2015,1.87881E+13,1.98E+13
12/15/2015,1.87982E+13,1.98E+13
12/14/2015,1.87676E+13,1.98E+13
12/11/2015,1.87649E+13,1.98E+13
12/10/2015,1.87621E+13,1.98E+13
12/9/2015,1.87751E+13,1.98E+13
12/8/2015,1.87891E+13,1.98E+13
12/7/2015,1.87892E+13,1.98E+13
12/4/2015,1.87868E+13,1.98E+13
12/3/2015,1.8788E+13,1.98E+13
12/2/2015,1.88027E+13,1.98E+13
12/1/2015,1.87978E+13,1.98E+13
11/30/2015,1.88273E+13,1.98E+13
11/27/2015,1.87825E+13,1.98E+13
11/25/2015,1.87196E+13,1.98E+13
11/24/2015,1.87302E+13,1.98E+13
11/23/2015,1.87227E+13,1.98E+13
11/20/2015,1.87208E+13,1.98E+13
11/19/2015,1.87182E+13,1.98E+13
11/18/2015,1.86583E+13,1.98E+13
11/17/2015,1.867E+13,1.98E+13
11/16/2015,1.86605E+13,1.98E+13
11/13/2015,1.86535E+13,1.98E+13
11/12/2015,1.8649E+13,1.98E+13
11/10/2015,1.86054E+13,1.98E+13
11/9/2015,1.86148E+13,1.98E+13
11/6/2015,1.86099E+13,1.98E+13
11/5/2015,1.86098E+13,1.98E+13
11/4/2015,1.85329E+13,1.98E+13
11/3/2015,1.85323E+13,1.98E+13
11/2/2015,1.84921E+13,1.98E+13
10/30/2015,1.8153E+13,1.81E+13
10/29/2015,1.81526E+13,1.81E+13
10/28/2015,1.81526E+13,1.81E+13
10/27/2015,1.81526E+13,1.81E+13
10/26/2015,1.81526E+13,1.81E+13
10/23/2015,1.81526E+13,1.81E+13
10/22/2015,1.81527E+13,1.81E+13
10/21/2015,1.81526E+13,1.81E+13
10/20/2015,1.81527E+13,1.81E+13
10/19/2015,1.81527E+13,1.81E+13
10/16/2015,1.81527E+13,1.81E+13
10/15/2015,1.81527E+13,1.81E+13
10/14/2015,1.81505E+13,1.81E+13
10/13/2015,1.81505E+13,1.81E+13
10/9/2015,1.81505E+13,1.81E+13
10/8/2015,1.81505E+13,1.81E+13
10/7/2015,1.81505E+13,1.81E+13
